term,oddsratio,pvalue,qvalue,zscore,combined_score,shared,n_shared
CDK6,8.547008547008547,0.12925980507509166,0.8582845434050761,-1.3630947423085484,2.7887976626694484,['Streptomyces'],1
RALA,8.547008547008547,0.12925980507509166,0.8582845434050761,-1.353806375692326,2.769794306332333,['Ralstonia'],1
COCH,6.410256410256411,0.1644538319574086,0.8739158177571381,-1.5225601641906765,2.7484120329638073,['Ralstonia'],1
DGAT2,8.547008547008547,0.12925980507509166,0.8582845434050761,-1.335332245945153,2.7319975132998016,['Agrobacterium'],1
NIN,15.384615384615385,0.0021746151934147412,0.6991387846828393,-0.4452550295532164,2.7298156425284685,"['Streptomyces', 'Bradyrhizobium', 'Agrobacterium']",3
AURKA,12.820512820512821,0.09247270586801282,0.8582845434050761,-1.1288806826135527,2.68768625959972,['Streptomyces'],1
DGAT1,8.547008547008547,0.12925980507509166,0.8582845434050761,-1.2898144383289092,2.6388712238717957,['Agrobacterium'],1
REG3A,6.410256410256411,0.1644538319574086,0.8739158177571381,-1.3774207403949972,2.4864171718086703,['Agrobacterium'],1
PLN,15.384615384615385,0.07984310137714944,0.8582845434050761,-0.9813234704571246,2.4804832921983726,['Kocuria'],1
EGFR,2.9027576197387517,0.1783398383215046,0.9003279711441625,-1.4011019830533644,2.415589972481368,"['Kocuria', 'Streptomyces']",2
PURB,15.384615384615385,0.07984310137714944,0.8582845434050761,-0.9316466562708693,2.3549156161891056,['Streptomyces'],1
CDK1,5.128205128205129,0.19812816161259564,0.9003279711441625,-1.45140291529733,2.3495908034280304,['Streptomyces'],1
RELA,2.5220680958385877,0.21760145841803813,0.9058388077708059,-1.537218485195894,2.3443966344861007,"['Ralstonia', 'Streptomyces']",2
BCL2L11,6.410256410256411,0.1644538319574086,0.8739158177571381,-1.2958321317994643,2.3391395016773675,['Streptomyces'],1
MN1,8.097165991902834,0.03519287520643434,0.8582845434050761,-0.6845463571947629,2.2911161612761526,"['Gardnerella', 'Bradyrhizobium']",2
COMT,13.986013986013987,0.014187623870540834,0.8582845434050761,-0.5381934303782155,2.2902203867935897,"['Streptomyces', 'Agrobacterium']",2
CLEC7A,6.993006993006993,0.15289489287365052,0.8738792543800648,-1.2153169167493647,2.2823707216446443,['Gardnerella'],1
PMAIP1,10.989010989010989,0.10491676279059474,0.8582845434050761,-1.0103922276942954,2.2780181701628277,['Streptomyces'],1
DEFB4A,3.5778175313059033,0.1308116411410536,0.8582845434050761,-1.1183754499450995,2.2747721360091266,"['Gardnerella', 'Agrobacterium']",2
PPL,12.820512820512821,0.09247270586801282,0.8582845434050761,-0.947662194160531,2.2562337164726705,['Streptomyces'],1
RIPK3,5.128205128205129,0.19812816161259564,0.9003279711441625,-1.3907812695735289,2.2514539871242434,['Delftia'],1
PERP,15.384615384615385,0.07984310137714944,0.8582845434050761,-0.8783150076365368,2.2201096451047366,['Bradyrhizobium'],1
MYC,3.161222339304531,0.09478998519395669,0.8582845434050761,-0.9361750891730252,2.205714185761004,"['Ralstonia', 'Streptomyces', 'Agrobacterium']",3
RACK1,6.410256410256411,0.1644538319574086,0.8739158177571381,-1.2029802729828616,2.1715302524295668,['Agrobacterium'],1
CD19,3.3444816053511706,0.1448041424741477,0.8701781645876351,-1.1000268548349705,2.125662403875289,"['Gardnerella', 'Streptomyces']",2
CYP1A1,3.3444816053511706,0.28101683998590665,1.0,-1.6377759033390065,2.0788955832024847,['Agrobacterium'],1
PLAUR,6.993006993006993,0.15289489287365052,0.8738792543800648,-1.076179183420641,2.02106942282386,['Gardnerella'],1
RAG2,3.663003663003663,0.2611935117887198,0.9764385353496909,-1.4985936192539324,2.011852525529208,['Agrobacterium'],1
CDR1,12.820512820512821,0.09247270586801282,0.8582845434050761,-0.839981149228381,1.9998621890465487,['Gardnerella'],1
MTOR,4.395604395604396,0.09512951300190488,0.8582845434050761,-0.8498876075162961,1.9993742127886172,"['Streptomyces', 'Agrobacterium']",2
CD80,3.0165912518853695,0.16865479451089446,0.892551710868355,-1.115444512436579,1.9853811256226566,"['Streptomyces', 'Agrobacterium']",2
PLD2,7.6923076923076925,0.14116445617728643,0.8644642411618588,-1.0050754588941313,1.9677665966282594,['Streptomyces'],1
CCL20,1.6722408026755853,0.47215659986333314,1.0,-2.6179338546464845,1.9646142433560843,['Gardnerella'],1
PGLS,10.989010989010989,0.10491676279059474,0.8582845434050761,-0.8484568418796009,1.9129205960058997,['Streptomyces'],1
PGM1,12.820512820512821,0.09247270586801282,0.8582845434050761,-0.7986681166757447,1.9015023963383875,['Streptomyces'],1
COX11,15.384615384615385,0.07984310137714944,0.8582845434050761,-0.7313722917136878,1.8486837465810921,['Bradyrhizobium'],1
RAD51,3.2051282051282053,0.2907141080406459,1.0,-1.4810769031652562,1.8297445354192576,['Agrobacterium'],1
CASP8,2.331002331002331,0.2423494304960395,0.935920022876597,-1.2786998408170431,1.8123967605812858,"['Gardnerella', 'Streptomyces']",2
GATA4,12.820512820512821,0.09247270586801282,0.8582845434050761,-0.7599805613773414,1.8093934494900001,['Gardnerella'],1
PTN,9.615384615384615,0.11717817699887885,0.8582845434050761,-0.8309413592434765,1.7815878168184571,['Streptomyces'],1
BRCA2,5.4945054945054945,0.1870678603935078,0.9003279711441625,-1.05490628892747,1.7683223628932583,['Streptomyces'],1
AACS,5.9171597633136095,0.17584394525101824,0.8938154687462824,-0.990034090643485,1.7208360233995212,['Streptomyces'],1
PIGG,12.820512820512821,0.09247270586801282,0.8582845434050761,-0.7109352297498169,1.6926242763231543,['Streptomyces'],1
PIGB,12.820512820512821,0.09247270586801282,0.8582845434050761,-0.7090015928138944,1.688020592777342,['Streptomyces'],1
CYP7A1,4.048582995951417,0.24078343452279985,0.9354909268771016,-1.1736592420023297,1.6711233515281185,['Streptomyces'],1
CDK4,3.8461538461538463,0.25106296248903687,0.9552277211860989,-1.205110681653733,1.665525055056659,['Streptomyces'],1
RAG1,2.197802197802198,0.3886010222985796,1.0,-1.7514223121811823,1.655448067287014,['Agrobacterium'],1
PGR,9.615384615384615,0.11717817699887885,0.8582845434050761,-0.7716531487157807,1.6544703585500689,['Agrobacterium'],1
MPL,9.615384615384615,0.11717817699887885,0.8582845434050761,-0.7670694715297127,1.6446426813739534,['Ralstonia'],1
PIGA,8.547008547008547,0.12925980507509166,0.8582845434050761,-0.7833680056457138,1.6027168144268862,['Streptomyces'],1
RAB12,9.615384615384615,0.11717817699887885,0.8582845434050761,-0.7402031130684227,1.5870396069999808,['Streptomyces'],1
ABCC1,9.615384615384615,0.11717817699887885,0.8582845434050761,-0.7338853117056584,1.5734938641966287,['Streptomyces'],1
PSEN1,15.384615384615385,0.07984310137714944,0.8582845434050761,-0.6196026035331206,1.566164421962297,['Streptomyces'],1
CXCL8,1.7094017094017093,0.4650917742401362,1.0,-2.0418894590952945,1.5631082987048384,['Gardnerella'],1
AMH,5.128205128205129,0.19812816161259564,0.9003279711441625,-0.9614028863098154,1.5563585798640585,['Gardnerella'],1
MX2,6.410256410256411,0.1644538319574086,0.8739158177571381,-0.8276757720927332,1.4940585632761871,['Streptomyces'],1
NAGA,4.273504273504273,0.23035258867772176,0.9114874739678468,-0.9942851807814188,1.4597539712421272,['Streptomyces'],1
NARS,7.6923076923076925,0.14116445617728643,0.8644642411618588,-0.7377453796974753,1.444379824558465,['Streptomyces'],1
ACP5,5.9171597633136095,0.17584394525101824,0.8938154687462824,-0.8123355304254967,1.411967786821333,['Streptomyces'],1
COPRS,9.615384615384615,0.11717817699887885,0.8582845434050761,-0.6544480354976836,1.4031756077769215,['Ralstonia'],1
BAK1,9.615384615384615,0.026436235231831615,0.8582845434050761,-0.3822338250270582,1.3886630022828397,"['Streptomyces', 'Agrobacterium']",2
MPO,3.3444816053511706,0.1448041424741477,0.8701781645876351,-0.7062059765329282,1.3646534965123993,"['Gardnerella', 'Streptomyces']",2
ARR3,12.820512820512821,0.09247270586801282,0.8582845434050761,-0.568459956121043,1.3534131965673915,['Agrobacterium'],1
PPY,3.8461538461538463,0.25106296248903687,0.9552277211860989,-0.9656810327237582,1.3346209436856886,['Streptomyces'],1
CXCL10,1.5698587127158556,0.4927577934568349,1.0,-1.86451787618544,1.3195892517674899,['Gardnerella'],1
MTHFR,4.524886877828054,0.21976804667534328,0.9058388077708059,-0.8501370496161451,1.2881128840021505,['Gardnerella'],1
MUC7,6.993006993006993,0.15289489287365052,0.8738792543800648,-0.6826093118712337,1.281943406090349,['Gardnerella'],1
TP53,6.153846153846154,0.055366358999947886,0.8582845434050761,-0.43530554094768703,1.259679821187456,"['Streptomyces', 'Agrobacterium']",2
THRA,25.641025641025642,0.005364307410653351,0.8582845434050761,-0.239988030214816,1.2546545433641498,"['Streptomyces', 'Bradyrhizobium']",2
