cell_type,MK-10,MK-12,MK-13,MK-14,MK-16,MK-17,MK-18,MK-19,MK-20,MK-22,MK-23,MK-24,MK-26,MK-27,MK-29,MK-3,MK-30,MK-31,MK-32,MK-33,MK-34,MK-35,MK-36,MK-37,MK-39,MK-4,MK-40,MK-42,MK-43,MK-45,MK-46,MK-47,MK-5,MK-50,MK-51,MK-52,MK-53,MK-54,MK-6,MK-7,MK-8,MK-9,MK-A,MK-B-0002,MK-B-0003,MK-B-0004,MK-B-0005,MK-B-0007,MK-B-0008,MK-B-0012,MK-B-0019,MK-B-0021,MK-B-0022,MK-B-0024,MK-B-013,MK-B-014,MK-B-016,MK-B-018,MK-B6A,MK-B6C,MK-EOG-001,MK-EOG-004,MK-EOG-005,MK-EOG-009,MK-EOG-012,MK-EOG-015
T cell CD4+ naive_CIBERSORT,0,0,0,0,0,0,0,0,0,0.0246056119439729,0,0.125133763765897,0,0,0.0169913284341123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182254135391715,0,0,0,0,0,0,0,0,0,0,0,0.0447182291201982,0,0,0,0,0,0,0.095633812007873,0,0,0,0,0,0,0,0,0,0,0
T cell CD4+ memory resting_CIBERSORT,0.237790871408916,0.225182619887953,0.13063567627127,0.326240110309622,0.27470925197461,0.28628942956195,0.239818791155806,0.147980979546275,0.150066927125303,0.0994790619547775,0.201547314168327,0.150950462762541,0.191304517129926,0.266080956822513,0.0733302783552428,0.0814866495215139,0.336280732892482,0.0971978359769745,0.127710075793658,0.0914562539756814,0.186251342632319,0.104953177036885,0.214878223821998,0.284755262935653,0.294258919283254,0.175316680525246,0.242277928887575,0.228355984045165,0.218728214460888,0.162214371082109,0.248172141821152,0.26147459855049,0.200755188524212,0.36333000613564,0.356087285390258,0,0.300172447502115,0.250618656245084,0.27398619260698,0.38624244756202,0.257908808349743,0.113443748627741,0.192775935738915,0.0920204310961279,0.219546645189925,0.262899908717821,0.211590644361069,0.149760771768873,0.164821585925619,0.197996946087047,0.126670431547266,0.170970924212178,0.192119468432636,0.208163409141438,0.102106451984362,0.100725446035411,0.220907606109165,0.233615170772323,0.153191620746887,0.0829085326789981,0.304630962626608,0.0868464658160835,0.302513575349584,0.243234038971577,0.146813243994121,0.100601775206916
T cell CD4+ memory activated_CIBERSORT,0.0558414934807957,0,0,0.0555306747741077,0.063469454087753,0.0296666556430715,0.00387068810376936,0,0.00750940204440639,0,0.0680925768228329,0,0,0,0,0,0,0,0,0,0.0589977300000545,0.00109225512498552,0.0170085790618617,0.0163554798049146,0,0.0790369062106309,0.0418764399026637,0,0.0364407264949732,0.0482372531589874,0,0.0233391925162663,0,0,0,0,0.0353813377894337,0,0.0634123873559861,0,0.0534396668061122,0.00713437314586638,0.0176990534795766,0,0,0,0.0106454177885954,0,0,0,0.102019494764431,0,0.0442025891232831,0.0520822774946807,0,0.0717656474658536,0.0240098194828908,0.0083290327171078,0.0597098002214224,0.0294448075567544,0,0.00896587102901639,0.0775256728348765,0,0.0751017644178572,0
T cell follicular helper_CIBERSORT,0.0943207704144772,0.0184222262199844,0.0234523579252099,0.0798802826723151,0.0345431457647727,0.0504899236467174,0.0566585817335695,0,0,0,0.0666327112133208,0,0.0367792061689476,0.0755381781545728,0,0.0274765810232887,0.0127915444288535,0.057684639855886,0.0379831693035181,0.0104189712635851,0.0276016980284145,0,0.0797200930578883,0.0731321228870381,0.0152886568584498,0.0160713592055279,0.0834937059186172,0.00505651484861979,0.0288345580379985,0.142334556197732,0.0383696607215358,0.051259947339295,0,0.0653344680269929,0.0335165780984234,0.100532277327839,0,0,0.0568552480496193,0.000105335365211615,0.0372534822915881,0.029021005397934,0.0892807601121101,0.104977175613588,0.00549390743167186,0,0.0218343034850093,0,0,0.0203085991419457,0.0234631057855436,0.0234182166775411,0.0300592556590726,0.0261099033557722,0,0,0.0517064098652981,0.0311701124198438,0.0919291596790081,0,0.00131610943262003,0.0220947482308092,0.047040501338927,0.0050924714548988,0.152818164285666,0.0332301962822196
T cell regulatory (Tregs)_CIBERSORT,0.00330827407642963,0.0011444139604177,0,0.00102684608735529,0.0231410325888091,0.0478609293924438,0.0315110977925864,0.0268745112685635,0,0,0.0314469216045798,0,0.0117953803988098,0,0,0,0.000165257753051377,0.026009018408753,0.016975789722381,0,0.0114301826027535,0,0,0.0454049951913236,0.0032889720450001,0.0131129226136309,0.0180923927372946,0,0.100206905243063,0.0883115335836165,0.0286081493239801,0.0472583081355863,0.0131966790844887,0.0247645439132109,0.0476964061166315,0,0,0.0169112483570972,0,0.084507626712727,0.0332404095841789,0.0216815719568307,0,0.0490313488477252,0.0218197263734436,0.00137723596314157,0,0,0,0,0.029267206030341,0.00849801411244679,0.005563267490158,0.00832961083258145,0.0225165684301743,0,0.0422880533452105,0,0.0159769914535014,0.0386191169927164,0.00196271736664187,0.00533743803584923,0.00595326034304982,0,0.0490591679240472,0
T cell gamma delta_CIBERSORT,0,0,0,0,0.00795131734428957,0,0.0709989104753217,0,0,0.0175836079991883,0,0,0,0.00199992287145687,0,0,0,0,0,0,0.0615078519562423,0,0,0,0,0.00871494384347751,0.0200157197106899,0,0,0,0,0,0,0,0,0,0,0,0,0.0540936806281426,0.0183860817208866,0,0,0,0,0,0,0,0,0,0,0.000226383318008673,0,0,0,0.00396868594770294,0.0133333877150931,0.00583697467514253,0.00793311488067778,0.00130047771014966,0,0,0.00741276006925824,0,0,0.029713811023222
NK cell resting_CIBERSORT,0.0291187688838076,0.0266052084320714,0.0198547145210034,0.0228294936493642,0.0310510345966888,0.0427461484251385,0,0.00650206448910105,0.0459483443847064,0,0.0176790976119209,0.0131255710903472,0.059183101092569,0.0189514067296036,0.0389174122978661,0.0164655891903019,0.01596187693372,0.0402768951604555,0.0449621395755022,0,0,0,0.00977353870075916,0.0708446460708829,0,0.0161802306807601,0.00964493361229277,0.0970535444053729,0.00080658314873101,0.0843598860535884,0,0.0829349208427034,0,0,0.0214466793292757,0,0.0138026039978468,0,0.0935501276982636,0,0.0531865609707888,0.0230342056527847,0.00235347473837049,0.0589152742539206,0.0182164767871725,0,0.0329663503190148,0.0578225348953845,0.00713655436833714,0.0304564366295544,0.0747099171189123,0.0250635440807099,0.0721076240805361,0.00893322260441147,0.0837889305505332,0,0.0327110639770881,0.018191597270195,0.0130453036293826,0,0,0,0.0372623763402291,0,0.0271564092538371,0.00828218148261181
NK cell activated_CIBERSORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452962885952476,0,0,0.0563870722141535,0,0.0325469601562797,0.0147522747363647,0,0.00259110464090306,0,0,0,0,0,0,0,0,0,0,0.0273591288140389,0,0,0,0,0,0,0.000798877518553826,0,0.00254609201194461,0.00633732273261394,0,0,0,0,0,0,0,0,0,0.0022342617532694,0,0,0,0,0,0.0197123312354216,0,0.0998537180520484,0,0
Monocyte_CIBERSORT,0.0118348046751572,0.000812485579934881,0.00921705549764553,0.0100780176222588,0.000621176195529405,0,0,0.016537227591579,0,0,0,0.00568847593380139,0.0172381044989701,0,0.0396254372429028,0.013587651471874,0.0265291902390704,0,0,0.0778027065787245,0,0.00353978339781288,0.0158307851191404,0.00773498302650987,0.0440277776760225,0,0,0,0.0041790080110198,0.000547609118026011,0.0108512966462367,0.00928074796371718,0.0142729374697304,0.0422120240938398,0.0258082534201318,0,0,0.0357864231476078,0.00469147027137698,0,0,0.000779433632062965,0,0.0100807049950491,0.0292942845326475,0,0.00881871812810742,0.0511487655051561,0.0563145538565029,0.0212504254287875,0.00121853812050857,0,0.0141291503499227,0.0163672318414662,0.0679397141831125,0.00126029454534009,0.0183606848130615,0,0.0199884955647722,0.0150331228416844,0.0215608645151153,0.00643253340053202,0,0.0206514682539675,0.00786755884648207,0
Macrophage M0_CIBERSORT,0.0205135213604165,0,0,0,0.0357640117814991,0.0573759549045609,0.0374142012741028,0,0,0,0.117280243133386,0,0,0,0,0,0,0,0,0.0256723350084115,0.00414088087896518,0.0350010772386551,0.0412079663811436,0.0401685309220498,0.0417022049663237,0,0.0347142162375978,0.437178167965635,0,0.0146829489154021,0.0508619583445512,0.0165479282014165,0.179959887629215,0.027483660167205,0.0250653180380646,0.0784412428464396,0,0.016100419826868,0,0.00148416419249644,0,0,0,0,0,0,0,0,0,0,0.0679128206918878,0,0.0119590513919296,0.0232477742808324,0.0553803036957226,0,0.0199740144467888,0,0.0325647244658316,0,0,0,0.0733739663813314,0,0,0
Macrophage M1_CIBERSORT,0.0561381953170548,0,0.00526339737627276,0.122052997857928,0.0851493610652216,0.0980196555353861,0.120636468056844,0.00728587108950753,0.0466135398247419,0.0118617476966583,0.0988653615111045,0,0.000332346186100314,0.0257082178755805,0.0134541819917514,0,0,0,0,0.0482564891938801,0.0565890253614225,0,0.0924119265656914,0.0811195156183553,0.04507244348238,0.0317847930854048,0.100839080970532,0,0.0711011307201785,0.0940137335507689,0.0471068326699157,0.0743097103022152,0.110163651938183,0,0.0604931749461948,0,0.0696113760626936,0.060808703139247,0.0681508862700142,0.15434793481055,0.0306093614452895,0.0472368858140256,0.0574716971207635,0.0249487218799198,0.0899776885083411,0.0414252546004241,0.0101441295290267,0.00814115695521562,0,0,0.110560615508887,0,0.0635368152307434,0.0446454149932618,0.00650823214269394,0,0.0666545748873226,0.0738423119980208,0.0933085657522001,0,0.00584180166680762,0.000244411037183847,0.0753078468972572,0.0121728452199884,0.0216994490458056,0.0328640916466463
Macrophage M2_CIBERSORT,0.128237174780048,0.179923561805197,0.445430032652262,0.113257850301033,0.122110394765312,0.0902145381934019,0.0514687945466814,0.0985382483988256,0.358040443956362,0.418989459045993,0.0387302190804639,0.214173653066526,0.201594920049523,0.166798174385711,0.404928213052415,0.411587835261104,0.330140662893495,0.0630267424975683,0.223932915764691,0.0271162040024941,0.186369315319641,0.246724208681603,0,0.049199131711634,0.155230916862386,0.0917932883325647,0.0842647288213496,0.0212672492497285,0.00242084285053553,0.121160935062138,0.0563638699058827,0.0813233837129544,0.0222295667390362,0.00747585524162484,0.0529429451560219,0.0765268402754285,0.181041857028686,0.0721845645411119,0.152714793214757,0.0330399673579948,0.182221225014734,0.32243344727528,0.134831769674627,0.0798647856773654,0.190201724983377,0.119849119370474,0.141012303252798,0.168267702159091,0.360008979345788,0.220469503385578,0.128670782892469,0.36753640059717,0.11605719355321,0.131688479370309,0.118546010796477,0.341798680595724,0.0521624854466996,0.21160261633435,0.121736245872794,0.0669869232824287,0.167948775036028,0.1949228964785,0.0837631398806425,0.228246358798704,0.119460467279007,0.252250673716936
Myeloid dendritic cell resting_CIBERSORT,0.126900480129737,0.147291972509935,0.0472223670069056,0.0435420170451878,0.0214865870338542,0.0317382584377416,0.134889746491376,0.11022661418323,0.0384266490078948,0.042423551705922,0.095188467614306,0.0984832635213747,0.198586959803746,0.257984459484427,0.187282754859422,0.0758703895030945,0.0215406907842606,0.495775001845741,0.424718543867868,0,0.0314448964455263,0,0.0989327739923617,0.0802329609437215,0.0319657742857221,0.0185044834163756,0.0325351025963027,0,0.045275748382404,0.0336666320306341,0.0100821303583422,0.028834422957255,0.0242927996189586,0.00191949252181292,0.0601453620932068,0.186339945415624,0.0777042823606825,0.0399721131838453,0.0324450720607641,0.181068942911136,0.0796613379406737,0.162759268443009,0.254250706134257,0.402517183971348,0.0517361968998648,0.0557253351628309,0.284013246497738,0.0369318505607288,0.00475954654503454,0.202015018485897,0.0505581241413944,0.0960333934940452,0.0156015577451347,0.0158247166055912,0.000261854609914636,0.0173226729389643,0.0728923431856605,0.169074938787347,0.0139757890542947,0.0055468088987704,0.147433291903164,0.152921330610525,0.00273068760132354,0,0.180905681212738,0.160825405212278
Myeloid dendritic cell activated_CIBERSORT,0.122293381456451,0.038543554568902,0,0.121575811232072,0.052837007082194,0,0,0,0.0950857206849319,0.00418462918759845,0.0840358652704373,0.176839638583788,0.199594578259563,0.0547051734580247,0.0228059890326135,0.047128632362175,0.00682036127812907,0.0940885172012633,0.0343524934024331,0.103921418167822,0.0294593160055679,0.0217376032285092,0.187912471832703,0.0911882187308917,0,0.0427155135763804,0.116915296777381,0.0294132807195701,0.129136022985191,0.0551948225459145,0.091940460202306,0.100619823303503,0,0.0362497312438862,0,0,0,0.0313571386108412,0.126944978241679,0,0.109051551476103,0.0840493198655666,0.0572683338362399,0,0,0,0.0531528982213463,0.0159392235071138,0.0145619456900551,0.0617609535147402,0.0147464440665694,0.0784501274674686,0.0184925238648775,0,0.0299190859658551,0.0142113648761836,0.0362157711332735,0.0404035003875993,0,0.0116828355759614,0.00880123662106622,0.00032575428683955,0.0227038407753054,0,0.0948142303122236,0.000879462220556882
Mast cell activated_CIBERSORT,0.0398578473837942,0.266838094580129,0.255708402354812,0.0372216861535581,0.0258848546033409,0,0.0906231689827974,0.143652853558513,0.102769734234075,0.345214257029839,0.0599204005802409,0.131240458748073,0.0426414678084024,0.122390352409182,0.0804138330408755,0.254910462478178,0.194464830455721,0,0.0371435628842635,0,0.0600313043087116,0.240295359529437,0.170898889080006,0.114349994610675,0.31469136346598,0.032466779151102,0.0854579964993405,0,0.107626558130238,0.0217965051717169,0,0.00930530603791673,0,0,0.0916546089031684,0.295248740126653,0.241109741449794,0.0253572597202163,0.0319430691063744,0.0957390392987703,0.00986236258125665,0.155684791600698,0.119566008178883,0.0080938887584442,0.286776228511822,0.323091678300638,0.145730903713581,0.0587273994044082,0.230217405809182,0.114734312143504,0.0590181604516163,0.0757731694993875,0.00307734621069382,0.034600826418327,0,0.267101613184296,0.0481531937473487,0.169908710491771,0.0845543673854491,0.0476287537378051,0,0.32493730580104,0.0523039706367053,0.335101836579248,0,0.209730168706359
Mast cell resting_CIBERSORT,0,0.028237425977412,0,0,0,0.0139697698044238,0,0,0,0,0,0,0,0,0,0,0,0.0364312934461868,0.00496155204494829,0.0872649848767742,0,0,0,0,0,0.00515627112448654,0,0.0237733304308089,0,0,0.101192567358389,0,0.0880365233795246,0.0928798660318527,0,0,0,0.0740427426494101,0,0,0,0,0,0,0,0,0,0.100631423958043,0,0.00101023608107779,0,0,0.0119220421987937,0.0202848864473565,0.0926337463698843,0,0.0212276210268036,0,0,0,0.0405594058028804,0,0.00281333752504748,0,0.00764088151359616,0
Eosinophil_CIBERSORT,0.00628508099315292,0,0.010699126331588,0,0,0,0,0,0,0,0,0,0.000936096570541941,0,0,0,0,0.0014576646587412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088484152340248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175332687221398,0,0,0,0,0,0,0,0,0,0,0.000245221087233788,0,0,0,0,0
Neutrophil_CIBERSORT,0.0100823639250091,0,0,0,0.00809467164234926,0,0.00646722010676471,0.00102434375791894,0,0,0.00399502565820893,0,0.000478721122870603,0,0,0.00341312498242732,0,0.062915780561616,0.0239651622254898,0.0702913208214768,0,0.00151889365913253,0,0.0355257603269471,0,0.00260522048113791,0.0209485836745913,0.12637419656706,0,0,0.00565987420061097,0,0.029402251538817,0.0211848602956635,0,0.0860754248169002,0,0.0098412874488126,0.015345703760496,0,0,0,0,0.0420875259931826,0.0413153807555177,0.0555080386222598,0.0156306242392213,0.0298743811590002,0.00533983773280088,0.00797845661533602,0.0110037115824672,1.81745666634975e-05,0.0395895848177841,0.0412117463976428,0.141510650588079,0.00760986793575558,0.0226970050518517,0,0,0.00890059651064294,0.00203414513856996,0.0171058287301777,0.00118454863262551,0.00111561501905086,0.0093932959229684,0
B cell naive_CIBERSORT-ABS,0,0,0,0.00723732770163119,0.086841811899561,0.341916568270961,0.0062671402843721,0.148973295648544,0,0,0.0723102486445923,0,0,0,0,0,0.00479885390741224,0,0,0,0.0585371138758596,0.254107787694317,0,0,0,0,0.0198340524927994,0,0,0.0155947083988115,0,0,0.00468031754280618,0,0.00146070152052672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662073797147974,0,0,0.0384000922787067,0.0347907492197333,0,0,0,0.163338013452294,0,0,0,0.0929232886687379,0.0066656236309613,0.00777450518002864,0
B cell memory_CIBERSORT-ABS,0,0,0.017054109834766,0,0,0,0,0,0,0.0169510859592183,0,0.0391157549248279,0.0213482814364321,0.0111141788810718,0.120639267380152,0.0547443820046553,0,0,0,0,0,0,0.0434896216193283,0,0,0.0710869570156142,0,0,0.131616217730158,0,0.200990863039208,0,0,0.0985389729336082,0.293290985339212,0,0,0,0,0,0.130778705173199,0,0.0343424767891545,0.0536896788603945,0.0426594169554555,0.00857722754632207,0.0160198745323037,0,0.0105918502156319,0,0,0,0,0,0,0,0.476133995083618,0,0,0,0.117050889759884,0.0252619673914107,0.303378077075076,0,0,0
B cell plasma_CIBERSORT-ABS,0.0152212429831978,0.047557035394378,0.0296814708502399,0.0245231926925945,0.37734486719123,0.573549364374571,0.041682121892473,0.252507533822309,0.0984041758398362,0.0527001923095524,0.077920387715735,0.04064872628675,0.0133852488594744,0.00322532124249788,0.0477717383156817,0.0231702591771283,0.00837759921947926,0.000677973957784746,0.00812016849748216,0,0.0420349806880034,0.245595540416419,0.0245107358060459,0.0263232023354183,0.00305204022981093,1.59494422511911,0.348999242841566,0.0252315361674336,0.0475937465202355,0.18455532272875,0.408777098823124,0.770596022092779,0.487188879876254,0.491787423892049,0.0733089877624133,0.0221018590382751,0.0946196684584444,1.17599359910214,0.0304231657457775,0.0120844112353273,0.0992094369237635,0.0389639892985581,0.120843344664007,0.0187189837821946,0.00579991289725572,0.135055991572563,0.0232190085001709,0.90747533440863,0.0237927683250354,0.0541376253124188,0.254816593769033,0.0318819973905548,1.5382608441253,1.37426918884994,0.580168688561939,0.32544421391242,0.545005312934022,0.0221055973937295,1.09848221450838,0.245105082908037,0.0861050293631062,0.0789660443099655,0.578669525073404,0.0056721327396024,0.0161615781241933,0.0802951584059379
T cell CD8+_CIBERSORT-ABS,0.101554631028168,0.0173876019967977,0,0.293024675825581,0.404746868423936,0.889774512265788,0.250062175282129,0.0305714785983063,0.075854037957259,0,0.570432300904835,0,0,0,0,0,0,0.0043837132751033,0.0175736222795059,0,1.83958783681904,0.102011245490007,0.0330657084170602,0.0063711788132265,0.0706468290350334,0.225368289046654,0.103175525795803,0,0.336410754204832,0.384261681274212,0.258965825346279,0.00516663739131768,0.0548258943619724,0.0399188340487733,0.383536313152175,0.0958215354983749,0.106226503140764,0.121843335511644,0.279314060182905,0,0.601671960442224,0.025684773894909,0.0514930450559142,0.0635995918852006,0,0.0518863761178546,0.0843910581922716,0.140797788856612,0.21579376217402,0.0731187379503191,0.914038183962155,0.150335933966042,0.14335443718043,0,0,0.336810667360565,0.0953915135656757,0.0771819103669957,0.784161925606329,0.0266313542753847,0.308573625598017,0.105317537499421,1.01490128905679,0.0258808322056304,0.122663097267797,0.159350130617707
T cell CD4+ naive_CIBERSORT-ABS,0,0,0,0,0,0,0,0,0,0.0480623925899034,0,0.118310481358748,0,0,0.0234070619881252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145556820904778,0,0,0,0,0,0,0,0,0,0,0,0.168599832831253,0,0,0,0,0,0,0.320924565350173,0,0,0,0,0,0,0,0,0,0,0
T cell CD4+ memory resting_CIBERSORT-ABS,0.483119343491314,0.218279774337813,0.1162547231278,1.58704723083063,1.11969501588338,2.05390395579047,0.459185763243731,0.14485458534998,0.168127315545079,0.194313465604215,1.24584370262174,0.142719449757566,0.168072551348061,0.387626408851768,0.101018962568086,0.0932674511905094,0.442719597626485,0.0195724498195301,0.140863402392808,0,1.26270831853535,0.202027315003461,0.383200057900914,0.932071171780724,0.417998640238497,0.710750299811168,1.04988296655316,0.182752514924846,0.441855365709716,0.710222782061985,0.693699251584679,0.9500285948214,0.345467904618874,0.723999406912309,1.18872747210964,0,0.742685327335647,0.886225933439337,1.06132625688707,0.498087901710522,1.58672741404436,0.22399393918348,0.540581856818068,0.0981896099147456,0.246986030106605,0.38421092498746,0.405813714912483,0.564638662614364,0.262910641902637,0.241146268129699,0.781523381921701,0.202283189178772,0.893491823528049,0.797985548244884,0.342645221753076,0.387821803804741,0.960827498522091,0.609994668034701,1.07306585693145,0.032559193023038,0.523704225550823,0.113630595005889,2.89251769178111,0.170470947856874,0.200641039149993,0.140475629895358
T cell CD4+ memory activated_CIBERSORT-ABS,0.113453075427878,0,0,0.270137855038007,0.258696898237211,0.212835176882398,0.00741128275495745,0,0.00841315026075383,0,0.420907162072939,0,0,0,0,0,0,0,0,0,0.399980603591334,0.0021025125339659,0.0303320102213654,0.0535353449472419,0,0.320423045982003,0.181466636913902,0,0.0736143280456547,0.211197046901987,0,0.084799442826998,0,0,0,0,0.0875403477447195,0,0.245637311400367,0,0.328775836937168,0.0140867730825025,0.0496316470063457,0,0,0,0.0204170489325292,0,0,0,0.629433559168784,0,0.205573398066482,0.199655188833865,0,0.276318288445581,0.104429608378052,0.0217480120427362,0.418250995905781,0.0115633354226449,0,0.0117310157667294,0.741270470202794,0,0.102637171176465,0
T cell follicular helper_CIBERSORT-ABS,0.191631362508766,0.0178575033193024,0.0208706186174425,0.388590419776248,0.140795360431922,0.362225926623365,0.108485302474625,0,0,0,0.411883155061038,0,0.032312749903198,0.110043924521789,0,0.0314489636587042,0.016840296956216,0.011615790697279,0.0418951944747128,0,0.187128281673562,0,0.14216770658415,0.239378695836561,0.0217177368606909,0.0651548006697344,0.361810174211252,0.00404671158149867,0.0582490202206452,0.623183037433489,0.107252186852098,0.186245302646352,0,0.130190502583525,0.111888513831767,0.0802898581955739,0,0,0.220237257296561,0.00013583766197976,0.229193884454383,0.0573017852176181,0.250360911980728,0.112014992764837,0.0061805471231317,0,0.0418764252858831,0,0,0.0247344365193853,0.144761216646384,0.0277071178987935,0.139796863752711,0.10009120060971,0,0,0.224894657651044,0.0813885601491064,0.643938891872762,0,0.00226258048494971,0.0289089413642808,0.449783062448892,0.00356906640008603,0.208847611081314,0.0464010972439607
T cell regulatory (Tregs)_CIBERSORT-ABS,0.00672141529413687,0.0011093325992624,0,0.00499525713708177,0.0943211728976613,0.343364937913915,0.0603349196316151,0.0263067334614702,0,0,0.194385866214942,0,0.0103629527806834,0,0,0,0.000217564786737143,0.00523736153736123,0.0187241882344744,0,0.0774919871765284,0,0,0.148621263875423,0.00467202777044492,0.0531610206804976,0.0784012602645699,0,0.2024291144695,0.386654170351953,0.0799664766143236,0.171705948954802,0.0227093959800505,0.0493477411797501,0.159225084966455,0,0,0.0598007629816542,0,0.108978768992291,0.204504334220936,0.0428101219242766,0,0.052318479272529,0.0245468000220508,0.00201273977577744,0,0,0,0,0.18057099479997,0.010054372720233,0.0258731405781424,0.0319312077675849,0.0755603042994484,0,0.183929948038859,0,0.11191450251424,0.0151661987483667,0.00337419207033209,0.00698354566442581,0.0569227706431066,0,0.0670462838659771,0
T cell gamma delta_CIBERSORT-ABS,0,0,0,0,0.0324089936400502,0,0.13594301238431,0,0,0.0343462407164787,0,0,0,0.00291348516594686,0,0,0,0,0,0,0.41699820910129,0,0,0,0,0.0353312014066862,0.0867357719460568,0,0,0,0,0,0,0,0,0,0,0,0,0.0697577597955343,0.113116337863998,0,0,0,0,0,0,0,0,0,0,0.000267844019412538,0,0,0,0.0152805770890464,0.057992958190798,0.0152409769345012,0.0555693234138142,0.000510713474460597,0,0,0.0708779419914635,0,0,0.0414909807654348
NK cell resting_CIBERSORT-ABS,0.0591605574388463,0.0257896408508467,0.0176690197142448,0.111057725682789,0.12656176821867,0.306670363203894,0,0.00636469537081985,0.0514781767250494,0,0.109281498087599,0.0124098611523636,0.0519959222424562,0.0276083858875536,0.0536121872757602,0.0188460753405256,0.0210140963851157,0.00811044301028713,0.0495929543546639,0,0,0,0.0174295027639945,0.231891244421355,0,0.065596175862502,0.0417951876985915,0.0776716204596772,0.00162938783657269,0.369352681687399,0,0.301331550929232,0,0,0.0715955271368235,0,0.0341503410906924,0,0.362380329886654,0,0.327218658761936,0.0454808883040376,0.00659960870720811,0.0628650369065283,0.0204932089957498,0,0.0632267893056579,0.218006614059719,0.0113836793852919,0.0370937844188607,0.460940618711603,0.0296537768169097,0.33535160728692,0.0342451277435186,0.281175930913138,0,0.142275272131509,0.047500242818855,0.0913788224822269,0,0,0,0.356288416734244,0,0.0371130698024119,0.0115648521935583
NK cell activated_CIBERSORT-ABS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596333738432551,0,0,0,0,0.0626505567295684,0.026308261640454,0,0.00368069800314385,0,0,0,0,0,0,0,0,0,0,0.0218503015272423,0,0,0,0,0,0,0.00224021058797983,0,0.00286430775461103,0.00926158035168847,0,0,0,0,0,0,0,0,0,0.00860254739423298,0,0,0,0,0,0.0257917683372132,0,0.0699826308658831,0,0
Monocyte_CIBERSORT-ABS,0.0240447542461695,0.000787579295103498,0.00820240125451861,0.0490261296947471,0.0025318691857672,0,0,0.0161878455796228,0,0,0,0.00537829523920317,0.0151447140245972,0,0.0545875544368317,0.0155520643919968,0.0349261532974977,0,0,0,0,0.00681382837322433,0.0282316079608737,0.0253184247374288,0.0625420335469423,0,0,0,0.00844206184174366,0.00239759565501185,0.0303319152060288,0.0337202007221335,0.0245614663146268,0.0841149365381586,0.0861557856918573,0,0,0.126546270471698,0.0181731076848821,0,0,0.00153898660516563,0,0.0107565296025998,0.0329555436170425,0,0.0169135869647731,0.192844696298565,0.0898286193505946,0.0258815142839004,0.00751806101319727,0,0.0657105727704057,0.0627430850029425,0.227989690951935,0.00485249480778906,0.079858956288579,0,0.140014003490583,0.00590369088108867,0.0370662120348381,0.00841637700313127,0,0.0144736130797111,0.0107521306633282,0
Macrophage M0_CIBERSORT-ABS,0.0416772894334407,0,0,0,0.145771521897778,0.411627844332385,0.0716377081437373,0,0,0,0.724955591458024,0,0,0,0,0,0,0,0,0,0.0280734874607341,0.0673745555531789,0.073487647200184,0.131481080627773,0.0592385271220644,0,0.15042998135422,0.349872196255451,0,0.0642863191344028,0.14217108406621,0.0601244062082818,0.309682483186307,0.054766062050508,0.0836756418201162,0.0626469073637624,0,0.0569335491763144,0,0.0019139383387315,0,0,0,0,0,0,0,0,0,0,0.419004314224364,0,0.0556180730824138,0.0891193509055114,0.185843265256928,0,0.0868760595181515,0,0.228107084410322,0,0,0,0.70157346039395,0,0,0
Macrophage M1_CIBERSORT-ABS,0.114055884087003,0,0.00468397930914031,0.59374634247507,0.3470626289616,0.703214780082494,0.230985021618766,0.00713194248896014,0.0522234276993205,0.023169672670499,0.611125921247269,0,0.000291986160424746,0.0374517000092467,0.0185343290315191,0,0,0,0,0,0.383650566228331,0,0.164801509342533,0.265523317101152,0.0640259949766407,0.128858538430028,0.436974321020232,0,0.143632206728211,0.411620098447774,0.131674628456868,0.269993146758257,0.189574208666876,0,0.201944584611793,0,0.172232155374761,0.215028882957997,0.263992591525388,0.19904295726273,0.188317387228475,0.093268921877432,0.161162007202522,0.0266213192014038,0.101223282476574,0.0605402849529065,0.0194556186600713,0.0306943662284332,0,0,0.682130036855592,0,0.295491265746381,0.171146293707228,0.021840095335948,0,0.289911015659603,0.19281032325613,0.653601258213489,0,0.0100428931824863,0.000319789312325289,0.720064477200855,0.00853135717163719,0.0296553627389847,0.0458898857948189
