cell_type,MK-1,MK-10,MK-11,MK-12,MK-13,MK-14,MK-15,MK-16,MK-17,MK-18,MK-19,MK-20,MK-21,MK-22,MK-23,MK-24,MK-25,MK-26,MK-27,MK-28,MK-29,MK-3,MK-30,MK-31,MK-32,MK-33,MK-34,MK-35,MK-36,MK-37,MK-39,MK-4,MK-40,MK-41,MK-42,MK-43,MK-45,MK-46,MK-47,MK-48,MK-49,MK-5,MK-50,MK-51,MK-52,MK-53,MK-54,MK-55,MK-6,MK-7,MK-8,MK-9,MK-A,MK-B-0002,MK-B-0003,MK-B-0004,MK-B-0005,MK-B-0007,MK-B-0008,MK-B-0012,MK-B-0019,MK-B-0021,MK-B-0022,MK-B-0024,MK-B-013,MK-B-014,MK-B-016,MK-B-018,MK-B,MK-B6A,MK-B6C,MK-EOG-001,MK-EOG-004,MK-EOG-005,MK-EOG-009,MK-EOG-012,MK-EOG-015
NK cell resting_CIBERSORT-ABS,0.0774558422189869,0.061021844150852,0.23564818514227,0.0256633149653727,0.0184420235659506,0.111792596943191,0.557712013741403,0.129099023403672,0.213327071977636,0,0.0147258399453084,0.0514199709384686,0,0,0.108891070144973,0.0120637358456983,0.0944731805213513,0.0516951974716961,0.0273080893578306,0.043594682078722,0.0511335640188774,0.017641856690458,0.0209677076392867,0.00522502780948729,0.05044350749258,0,0,0,0.0177177398993258,0.232632061803679,0,0.0252482663043369,0.330803059887533,0.0326167355829644,0.0780345505717181,0.00213831260847332,0.0848459657650056,0,0.315319204988758,0.0574027565733685,0.1579644869145,0.0576475771567396,0,0.0696407680738536,0,0.044031643666138,0,0.032693663122625,0.361594836383155,0,0.314237402773373,0.0439105611196874,0.00569444835708238,0.0622095674579589,0.0202307235901557,0,0.0630129262100645,0.195603106406293,0.0110867478739883,0.0361501877676888,0.475831132980584,0.0291735682302328,0.252352141266448,0.23141830243912,0.281989659411239,0,0.146961903471092,0.0497986900137571,0,0.0936678826008991,0,0,0,0.416831866690641,0,0.03713379686386,0.011471924615712
NK cell activated_CIBERSORT-ABS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605556460819536,0,0,0,0,0.0620926774106728,0.0260257407936418,0,0.0086898794724572,0,0,0,0,0,0.00409137870078115,0,0,0,0,0,0,0,0.0190338583688352,0,0,0,0,0,0,0,0.00276157981733598,0,0.00253903423100507,0.00777315530066345,0,0,0,0,0,0,0,0,0,0,0,0,0.0185789671734539,0,0,0,0.0236152907713941,0,0.0699085184798045,0,0
Monocyte_CIBERSORT-ABS,0.077150158282041,0.0244708396814567,0.0010286335416687,0.000612850401338018,0.00811146899215614,0.0509308893489736,0.0270707979029581,0.00101269200773198,0.0795587185769093,0,0.018012481846993,0,0,0,0,0.00543193610493895,0.0044456064464789,0.0147661999418098,0,0,0.050803665326265,0.0106456231376152,0.0351451780836984,0,0,0,0,0.00519359740788258,0.0280760601735657,0.024961902392812,0.0629154490904591,0,0.0234782153590256,0.0253462823808195,0,0.00900055414880787,0.0951576977311301,0.0251618857069222,0.0365788894109836,0.00647003580139586,0,0.0209445875655883,0.0826956483306066,0.084828994542136,0,0,0.104979932508775,0.00819320705703748,0.0183598901854382,0,0,0.00166404966826702,0,0.010783831188367,0.0327216465851814,0,0.0167767535348174,0.191981241977869,0.0893036872742645,0.0274145330889743,0.000251428508749842,0,0.0321744136903595,0,0.234172180527026,0.00557770525100385,0.0799332773059511,0,0.581517054122069,0.151116516556567,0.00284237786325026,0.0335882956817929,0.00904142561239459,0.0960079677856608,0.0125190066799271,0.0108945256049178,0
Macrophage M0_CIBERSORT-ABS,0,0.0418588438651488,0,0,0,0,0.180514362177185,0.148214749781747,0.375181830006558,0.0714786564419913,0,0,0,0,0.725031892921787,0,0,0,0,0.144944029798015,0,0,0,0,0,0,0.0281988396082071,0.0673656353837249,0.0726320004358068,0.131580429698761,0.0606781911361305,0,0.0168269155930921,0,0.350615919910015,0,0.094699836406032,0.129305822263764,0.0572722671273657,0,0.029460938054508,0.325535902774356,0.0565952292574603,0.0876054518370557,0.0641965371914053,0,0,0,0,0.0012180793474122,0,0,0,0,0,0,0,0,0,0,0.416634293999555,0,0.194013197354317,0.161216889872877,0.226590119812109,0,0.0951840222503454,0,0,0.219164453940699,0,0,0,0.496663643330319,0,0,0
Macrophage M1_CIBERSORT-ABS,0.049356136774575,0.116330482226586,0.408756651001195,0,0.0042431705901536,0.592870205882265,0.0840576968417384,0.348189723950557,0.666400420532166,0.231546850801523,0.00932527639331969,0.0514052346091086,0,0.0238581474708975,0.611275649240727,0,0.312966510640752,0.000619092784779123,0.0375019304273678,0.0340402375547224,0.0189293069337497,0,0,0,0,0,0.383671401496957,0,0.164997122040952,0.265199241588858,0.0661795920825088,0.138269077921215,0.342936485067382,0.27217627082534,0,0.141881155302866,0.453443267987945,0.15149318783689,0.257820445912812,0.199812697745383,0.558301580322681,0.176033022366088,0,0.20470850010411,0,0.169164381943609,0.19581338164747,0,0.263851853526577,0.199244323868291,0.190731559347766,0.0923949100248385,0.162478979753242,0.0266116021318705,0.101148754176247,0.0604656204697595,0.0195948928358677,0.0395715653629915,0,0,0.678088865663366,0,0.369530495766387,0.142950923650745,0.0254811681275796,0,0.294246759467103,0.195465257106238,0.610054813339062,0.624243917144174,0.00232614555723097,0.00836489168977053,0.00036452317753841,0.675208511565082,0.00877596278531955,0.0295291443752698,0.0460055954197323
Macrophage M2_CIBERSORT-ABS,0.670739615003234,0.261518501799378,0.409244250123162,0.174638230311198,0.395909170057797,0.551887742489483,0.191156848586765,0.496607868311526,0.534911620228731,0.0987876078808611,0.0862356998389437,0.396079103561735,0,0.818291639628249,0.239610295830732,0.202751440293489,0.95537674329058,0.178041650860913,0.243444235128,0.432369645736241,0.559550811826589,0.469181082745,0.436065145402265,0.0125237921045252,0.244832495020778,0,1.26345916592755,0.474068844469576,0,0.161151397916721,0.219126711948587,0.374171312259456,0.519248672734689,1.14922650197117,0.0166893586729795,0.00692639079707803,0.221626029407509,0.167294552434217,0.289726601786469,0.225782660484579,0.488600311777696,0.0150169180263066,0.013440229970773,0.176961010274495,0.0524147663117278,0.437461982408867,0.374549124758575,0.0489249878720379,0.590414028944914,0.0439820451448582,1.12530952502355,0.63674827855241,0.37852909913975,0.0869464327285035,0.214089480330207,0.170582796694478,0.270617853879378,0.637507819637298,0.574397915970421,0.268001082085547,0.788180969437826,0.435334960545857,0.626265402511406,0.509164266426144,0.364086257289972,1.30115615861225,0.216264290308751,0.551877158242407,1.05681512346475,0.882929226193652,0.0423492869549656,0.297814246634544,0.255473345478272,0.760034576699062,0.160921409799858,0.163006925947019,0.353834198260897
Myeloid dendritic cell resting_CIBERSORT-ABS,0.20255486573951,0.259418986480616,0.107422403745586,0.142837231813182,0.0413117313170507,0.210407121244305,0,0.0882429067692859,0.208181995984669,0.258075319034174,0.106688627789296,0.0428464140899135,0,0.0829585659571316,0.588515523927451,0.093357895160047,0,0.174691460332349,0.376049193381021,0.165170880671648,0.26242404307245,0.0864669850456387,0.0281763393627834,0.0995848825577493,0.475571310563721,0,0.213063773865398,0,0.176253466447239,0.262220905907966,0.0465723624378444,0.0951676690042045,0.181369126726458,0.0737546695116719,0,0.0901809818869406,0.0808331182814083,0.0341871291542645,0.0909694291477601,0.396729607092953,0.500167486234684,0.064836354475883,0.00324862708768159,0.200865175477594,0.149105786373651,0.186069098959756,0.136160632026695,0.0123089895882408,0.12598501479706,0.232982952463485,0.488273239827242,0.320351864441004,0.714613015892214,0.427790119651193,0.0581521594906648,0.086517440314329,0.545569266570743,0.130019014941982,0.00747578119739589,0.244771069927459,0.302837758626399,0.11403472232068,0,0,0.00519695427899657,0.0715860934942517,0.31189413393141,0.440926675824797,0.00243095484879495,0.0903226137938462,0.00551435197996901,0.239742782911539,0.199867924822,0.0824304254175151,0.000411393380553961,0.246882359777043,0.22581988983347
Myeloid dendritic cell activated_CIBERSORT-ABS,0.0450181896709606,0.249824299343517,0.243894365046023,0.0375161567289694,0,0.591149366391752,0.116354398453437,0.211776155562353,0,0,0,0.105331169720173,0,0.00812395543424822,0.519101771677502,0.167033673899553,0,0.175965273881077,0.079558121358039,0,0.0317811433009455,0.0530201268104119,0.00911141731426584,0.0186075587685098,0.0377871006480741,0,0.199958493573184,0.0441907972445397,0.335061044810568,0.298670238968499,0,0.162002837966658,0.320403521168286,0,0.0231100886719741,0.260635636526788,0.312996633332882,0.245711555409408,0.359615400251026,0.0141014899406347,0.143589293592867,0,0.0743825395370394,0,0,0,0.0949421453957825,0.0644921300639463,0.491210536864617,0,0.666876298285847,0.171430677685878,0.160089983549089,0,0,0,0.101597809275545,0.0649717160352756,0.0240889112000683,0.075389085076448,0.0742408772898062,0.0930426285576647,0.113985784928901,0.0765556130850285,0.086525335014502,0.0567184302937235,0.161918869230866,0.103418148592483,0,0,0.00165818766047582,0.0188920027135404,0.000617646913021353,0.316256369950176,0,0.129520699286236,0.00156875855384126
Mast cell activated_CIBERSORT-ABS,0.486669442879003,0.0818317847643296,0.357621524088521,0.26043218335241,0.229025537696947,0.180710123524631,0,0.0927546923809547,0,0.173764739812141,0.135430539125305,0.111270366176369,0,0.675778782617628,0.370484243997031,0.124175386920359,0.126107825157716,0.0377246913774471,0.17849541276306,0,0.114023139173828,0.317608290512798,0.256411916207689,0,0.0386765936597247,0,0.406966957544504,0.467650265724689,0.304673666733844,0.374217000717986,0.447678450690966,0.195690128834189,0.206049730549372,0.672707496253876,0,0.216637468793425,0.152464259156572,0,0.0233176354410708,0.366384564391846,0.118071354803339,0,0,0.305301556096511,0.251530839969974,0.587879181592241,0.0450882992150583,0,0.123469891022942,0.122432652401475,0.0686359575447516,0.309302807067856,0.336451760219158,0.00768442016607657,0.322448374405496,0.477757675581641,0.27978781742468,0.184062811747506,0.369455273690963,0.140077497316858,0.354780493036886,0.0900833192006389,0.162569638024689,0.279783228168267,0,1.02046834598537,0.19737703597259,0.442715189655466,0.37874217112075,0.595267717954407,0.0390418224612683,0,0.421631628982114,0.337158622176903,0.232520936983546,0,0.294290443338959
Mast cell resting_CIBERSORT-ABS,0,0,0,0.0251702271421765,0,0,0.21264685408375,0,0.110291134895049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086767079314005,0.00488331610375103,0,0,0,0,0,0,0,0,0,0.0183285303045621,0,0,0.277472580194181,0,0,0,0.129030808316693,0.187109441851797,0,0,0,0.296318823274071,0.0572996851914074,0,0,0,0,0,0,0,0,0,0.446457812628301,0,0.000949437155780991,0,0,0,0.0288551054207305,0.304634406182388,0,0.0899868177556587,0,0,0,0,0.0404803036553739,0,0.174169418271255,0,0.00977972691994509,0
Eosinophil_CIBERSORT-ABS,0,0.0122946309223154,0,0,0.00917214156759254,0,0,0,0,0,0,0,0,0,0,0,0,0.000761894231595124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011706465645735,0.00220226155236936,0,0,0,0,0.021130742783956,0,0,0,0,0,0,0,0,0,0,0,0.0207158174094083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neutrophil_CIBERSORT-ABS,0,0.0198528237225861,0.0139803990973727,0,0,0,0.148805384990428,0.0295851396765627,0,0.0122873184809252,0,0,0,0,0.0248290965630593,0,0.0253679770199554,0.00058063831807226,0,0.00683402966607197,0,0.00400276965762984,0,0.0130361587558265,0.0268132225039652,0,0,0.00377992786511737,0,0.116817232454654,0,0.00672685505876098,0.0657848353136843,0,0.100564462822372,0,0.00625916779634768,0.0190162975802254,0,0,0,0.0510636404093753,0.043473119926237,0,0.0705794513954864,0,0.0441862077983374,0.000631441415144411,0.0591473976778794,0,0,0,0,0.0445507453449254,0.0465736094227846,0.0806088765436259,0.029852126437001,0.121077757015116,0.00837298452151698,0.00971550853150254,0.0647407060029375,0,0.152985354551951,0.101104241863377,0.462401366391258,0.0338884787620808,0.095893028358908,0,0.0533092124284202,0,0.000930081806307471,0.0021326994147976,0.021758389041384,0,0.000727826185463161,0.0125240890185679,0
B cell_QUANTISEQ,0.00981474648217575,0.00682490968457442,0.00900459057924639,0.0113471682060099,0.011060280004648,0.0109791757940732,0.0290813623923008,0.00948470950152994,0.0242038802119818,0.00769669225108458,0.0106096498801043,0.00914087384402158,0.000385545093544998,0.00913868960164295,0.0115646138256116,0.0113678962086463,0.00885696390809702,0.0134555185157553,0.0116431488322221,0.0143028562827721,0.0137014297211562,0.0107522392179894,0.00838828560213046,0.00136374939305342,0.00482378172426291,0.000115778997971421,0.00953005443091441,0.0160080407972049,0.0098887949671097,0.00799198496739972,0.00981902838257081,0.023420615048506,0.0117328389387259,0.0147234293966744,0.00259763970194399,0.00835077168065787,0.0152164157376463,0.00914064284379844,0.0135622388822915,0.0153555150501212,0.0186247072060861,0.00870326624047579,0.0133230580181995,0.0143142493278992,0.00573369122519491,0.00760256181350487,0.0198949453155944,0.0117187073817041,0.00461962182651161,0.00847124178809645,0.0106891542582929,0.00947105777318228,0.00785437533624244,0.0110225702221836,0.00946059894606891,0.00786361676280834,0.0101202844663373,0.0128740230874014,0.0120124975434684,0.00937524046999852,0.0142848299146894,0.0110518757836453,0.018740295266139,0.0219482835158531,0.00824117914211504,0.0147052848957625,0.0119380543437189,0.0118134040595683,0.0122936812255385,0.025995323994141,0.00347241187631677,0.0131749212859394,0.0121694411118964,0.0361283437529502,0.0100438571135551,0.00429691946311954,0.00640797785573533
Macrophage M1_QUANTISEQ,0.0107440923881627,0.0162238272501227,0.0135229323613472,0.00412781411553818,0.00713999430146599,0.0157085518207508,0.0152923280305723,0.0180689762240511,0.02482710123905,0.00564468953248437,0.00273885758196652,0.00667003930217105,0.000366107606389067,0.00831988865261507,0.0237120702460054,0.00477363607085054,0.0162641181379562,0.00675805597260687,0.00720709168956746,0.0139392544400061,0.00671326929137011,0.00677923161497385,0.00607719881300177,0.00207167724122624,0.000727230572344372,0.000352772796554771,0.027189762942205,0.00694367893712456,0.0152848387420139,0.0143830556962119,0.00528526853993684,0.0119256981428991,0.0243046618964542,0.0120858418572968,0.0234412677329496,0.00326384597061882,0.0189333727309988,0.0112909473336739,0.010977243332963,0.00923381709031709,0.00946757983705841,0.0281462372593235,0.00724028824014201,0.00365643031760487,0,0.00638133298813381,0.0215952104286588,0.0171548560844982,0.0312889850429312,0.00414009253868023,0.0100050609004892,0.00790215742439642,0.000993964218128504,0.00568974118562908,0.00684346440083467,0.00194570682440046,0.00734909896511016,0.0180419116525671,0.00395414074595022,0.00716635010300844,0.0606967599054993,0.00615443471497759,0.0239170959756537,0.0184696112583936,0.0216441416820245,0.00998228346583666,0.0168468846506334,0.0119933695332766,0.0312649321600215,0.0191579533605871,0.00114244910236797,0.00880803167849825,0.00909020717914118,0.0310398632462772,0.00345448601979169,0.00509212648291392,0.002206254021598
Macrophage M2_QUANTISEQ,0.0332843323355544,0.0125253296017516,0.0212147394170961,0.0167698908333591,0.0178142806743873,0.0288357381620554,0.0116564775870977,0.0278524786596665,0.028613898706842,0.0157145910083708,0.0128601222994329,0.0154512489845407,4.42926724158387e-05,0.0380829728783222,0.0367834453951827,0.0202909011498684,0.0211042063798701,0.0124978724215161,0.0201442414073419,0.0197468445944062,0.0259287640695398,0.019972542210707,0.0204338410699518,0.00396892750171419,0.0228361850519261,0.000551488252253905,0.0445029350389809,0.020974500668243,0.013377962916827,0.0212597843455801,0.024655057302971,0.0216889719972966,0.0210400158925892,0.0323683564502175,0.0182847279745854,0.0195756711020194,0.0235412846939794,0.0296417811386067,0.020063794599192,0.0192613128406068,0.0353202395504907,0.030101749294707,0.0197549701092175,0.0236354427139869,0.0153784167219856,0.0298841330350167,0.0274873197663107,0.0103505149240483,0.0190193601982159,0.015482219516211,0.0361905375032667,0.0180786013559802,0.0357905973591819,0.0148638119651434,0.0172707180701806,0.0236883403928784,0.0216817731473413,0.0291501208425919,0.0301624324060543,0.0166012369361193,0.0313602300507857,0.0172975923601102,0.0285312474002011,0.0184406481873159,0.0177076370984429,0.0641950796931492,0.0186856075308105,0.0248895281612518,0.0319502741185915,0.041134952574736,0.00213484638645341,0.0254992549586511,0.0182321032943452,0.0360778564517112,0.00802111032174685,0.0165137781134915,0.0167129768140859
Monocyte_QUANTISEQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187810250007184,0,0
Neutrophil_QUANTISEQ,0.0241183610292716,0.0277211000844326,0.0270418746693374,0.0282855778700555,0.0265491260124688,0.0282898529805575,0.0577562736788356,0.0184792671874604,0.0127973317519744,0.0296604857845539,0.0178108819838891,0.0214399863608149,0.000412949837636933,0.0297128952787059,0.0315609279130249,0.0305688033637943,0.0391290932427218,0.0248196876343316,0.0255549647027981,0.0243558560700913,0.0332257574824236,0.0296140167785405,0.0281101071965395,0.015372801763897,0.0403536744954561,0.000997324405638263,0.0261424461154492,0.0278853305751356,0.0416184440927481,0.0274798982812916,0.0380658102425338,0.014524741722058,0.0407252765914194,0.0384251853243006,0.039419936623787,0.0265001085782034,0.0247733753928039,0.0288938008213039,0.0248104237391672,0.0322201215086091,0.0171166155380243,0.0223678940012376,0.0268913499634114,0.025316161783364,0.0420060688197089,0.031065631226438,0.0372121561228964,0.0240356321330372,0.0273309272518113,0.0251205286128023,0.01772562230635,0.0301984068780328,0.0293296843389189,0.0237793443274184,0.0318303762782608,0.0495984541361462,0.0260765774655525,0.0418637065468036,0.0350350644548743,0.0310394720091351,0.0308890404167824,0.0248404775947923,0.0289437228050205,0.0298891773296855,0.0485360554804473,0.0325337803706878,0.0220885256066349,0.0314508910000749,0.124680767347133,0.0236246526301344,0.000574875448432767,0.0334067790964418,0.0368518089705482,0.0233119132234793,0.0341827535107877,0.0261549656841652,0.0322941863128508
NK cell_QUANTISEQ,0.0100855793399033,0.00615392581736605,0.00686099739737088,0.00553856278223873,0.00695762985827542,0.0115251379543156,0.00645680063922695,0.00648446318174472,0.0100018470137146,0.00345183614194887,0.00802895291211654,0.00653646949730019,0,0.0124616209105865,0.00776330367784618,0.00611836315968638,0.00687027457100393,0.00491273247667586,0.00598901502691991,0.00916319707297491,0.00562522328444626,0.0049842265670663,0.00854042799516964,0.000543634684769824,0.00368738381092035,6.9493241768831e-05,0.0089003658093401,0.00839252893957835,0.00516213271827489,0.00715445125594033,0.00906708940316594,0.00674032469208814,0.00735853079871427,0.0119908277823738,0.00522720977495945,0.00809049765375517,0.0139028105780284,0.00693401653933479,0.010533665098949,0.00974788848498113,0.0149014220565319,0.00722890776070445,0.00951285943209944,0.00910218057946941,0.00384460454927277,0.00888678750538945,0.008775061147144,0.0038786469224146,0.00922834522827596,0.00744072793427324,0.0130677468159224,0.00813869312587557,0.0130745432097118,0.00582693706163623,0.0053773387992681,0.0105071404997667,0.00684895578434384,0.00714126529032715,0.0100715425371576,0.00648679338529074,0.0158736316782277,0.00834111855201757,0.00760430176726956,0.00473598369998515,0.0028066140726746,0.0104910177396799,0.00707424397015635,0.0079458297918981,0.00589648445058516,0.0120074166947292,0.000740478273787909,0.00531708608380595,0.00663207883081008,0.013749285105738,0.0094600559179256,0.00303124348387275,0.00475128010404434
