cell_type,MK-1,MK-10,MK-11,MK-12,MK-13,MK-14,MK-15,MK-16,MK-17,MK-18,MK-19,MK-20,MK-21,MK-22,MK-23,MK-24,MK-25,MK-26,MK-27,MK-28,MK-29,MK-3,MK-30,MK-31,MK-32,MK-33,MK-34,MK-35,MK-36,MK-37,MK-39,MK-4,MK-40,MK-41,MK-42,MK-43,MK-45,MK-46,MK-47,MK-48,MK-49,MK-5,MK-50,MK-51,MK-52,MK-53,MK-54,MK-55,MK-6,MK-7,MK-8,MK-9,MK-A,MK-B-0002,MK-B-0003,MK-B-0004,MK-B-0005,MK-B-0007,MK-B-0008,MK-B-0012,MK-B-0019,MK-B-0021,MK-B-0022,MK-B-0024,MK-B-013,MK-B-014,MK-B-016,MK-B-018,MK-B,MK-B6A,MK-B6C,MK-EOG-001,MK-EOG-004,MK-EOG-005,MK-EOG-009,MK-EOG-012,MK-EOG-015
T cell CD4+ naive_CIBERSORT,0,0,0,0,0,0,0.039149616140037,0,0,0,0,0,0,0.0238537624574796,0,0.1253911886099,0,0,0,0,0.0250428359716158,0,0,0,0,0.0773935097483689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636934834599534,0,0,0.0630862191792226,0,0,0,0,0,0,0,0,0,0.0373147184735495,0,0,0,0,0,0,0.0947020882821839,0,0,0,0,0,0,0,0,0,0,0,0
T cell CD4+ memory resting_CIBERSORT,0.406567280349739,0.234020221159645,0.264637303670216,0.225240391102585,0.13091171149206,0.32584658443974,0.173176646530701,0.275276395372624,0.320016175562233,0.239948409167737,0.149254927984363,0.14804300346344,0,0.10019514935547,0.201554545739583,0.151062442368654,0.349450219473124,0.190195105716604,0.265349759729396,0.179414624211474,0.0626572998233119,0.0716788745014139,0.334730018714012,0.106118284515165,0.124064703683864,0.0565252658988837,0.186270715598636,0.103352695980813,0.215816754760809,0.284354973389535,0.282240177543413,0.176700758622257,0.21532886716298,0.199086745068984,0.229789602442029,0.218566387013646,0.283230313839963,0.250620244989325,0.256431400070592,0.259558383133695,0.349209071924786,0.18064197780607,0.356417246047378,0.356212095571917,0,0.29227147800512,0.209296180638889,0.127121235714606,0.274897109630214,0.386714404377851,0.256734285524092,0.11119158458295,0.191460066355228,0.0939398865938939,0.219408017964007,0.256693166050106,0.211529511230696,0.161145036616912,0.163748205378962,0.199542793030706,0.134072126324985,0.170815360245175,0.15160344044814,0.156720987095176,0.114027663639279,0.108720110097655,0.224688869523074,0.234419679809948,0.0794435239693212,0.154245422526528,0.0536226467080448,0.316654692818711,0.0881131099021255,0.270761375884168,0.246655050601298,0.147367617394206,0.0957002682205686
T cell CD4+ memory activated_CIBERSORT,0.0116146369871948,0.0557372295871656,0.0435594310581055,0,0,0.0561151934417602,0.057872709455418,0.0632825604536184,0.035528442743902,0.00386337335729553,0,0.00941928386834467,0.0390033110446506,0,0.0681202189950836,0,0.0592774427220729,0,0,0,0,0,0,0,0,0,0.0589980502643391,0.000437242990798318,0.0168870692076571,0.0169312981586865,0,0.0787847491679231,0.0762288686393247,0.0165543291421095,0,0.0352001921329996,0.00701392103323676,0,0.0278951198422886,0,0.0177361516401665,0.00727545455340439,0,0,0,0.0532927997260432,0,0,0.0634216001459251,0,0.0556751307168217,0.00660641621843202,0.0177796122535527,0,0,0,0.0106122410445958,0,0,0,0.102055427468267,0,0.0680040686855082,0.0673403591582533,0,0.0785579773346139,0.0240334675196295,0.0083045889662028,0,0.0578605255280245,0.00986021915219046,0,0.00874640115361032,0.0595247958644612,0,0.0750654843202556,0
T cell follicular helper_CIBERSORT,0.0191560724172249,0.094600670089485,0.0412503493106025,0.0182721584097863,0.0214960679635909,0.0795493699350271,0.0162768465802222,0.0358132330205835,0.0485811992307264,0.056640223191005,0,0,0,0,0.0666386991873402,0,0.00552730852216081,0.036463972624813,0.0750511411899219,0.0237832827555462,0,0.0257448435097298,0.0126759954386812,0.064317217857693,0.0365745237998154,0.135542084308917,0.0275821663033854,0,0.080217033299212,0.0734835173081659,0.0172235300847463,0.010376962412196,0.0363221223391928,0.035092787827874,0.0050901745254668,0.0279681764980028,0.130116492747128,0.0287541331660938,0.0452916763098976,0.0220817496746651,0.0492384920176971,0,0.0672770854541089,0.0325148125457812,0.0914911235495478,0,0.0126138175923284,0.0341156298764194,0.0567275297432766,0,0.0349387006007479,0.0299467793521668,0.0895197037579537,0.104520027685915,0.00624931305881657,0,0.0218857143263226,0,0,0.0196442037417252,0.0250612201627894,0.0240704936665626,0.0212350549486173,0.0186350699422756,0,0,0.0491454230368938,0.0311011082746287,0,0.0861786266641781,0.00503360063640535,0.00092035849594015,0.0222603612983026,0.0292233570040016,0.00570032552253047,0.152481983274058,0.0349673322179986
T cell regulatory (Tregs)_CIBERSORT,0.0261552499629673,0.00220125434180729,0,0.000952170726144106,0,0.000966302909934498,0,0.0235488068073357,0.0491833858135972,0.0314836426252731,0.0259543832596827,0,0.23540129433156,0,0.0314222140321196,0,0,0.0115793540284235,0,0,0,0,0,0.0239326032022538,0.0168018020557867,0,0.0114204730740875,0,0,0.0446394780284668,0.00771889023351682,0.012974491842354,0.0196139484157158,0.0336881679604511,0,0.101184011065268,0.0935491636843758,0.0332250914501955,0.0570436458513425,0.00441992118586408,0.107224891900772,0.021873457721378,0.0256595835302456,0.048406237802778,0,0,0.01898305849581,0.0621012640677306,0,0.0850487551093428,0.032989224723855,0.0217100835198527,0,0.0494948768225235,0.0218543660010671,0.00126200347150167,0,0,0,0,0.0273277815131727,0.00834448358265713,0,0.00582392057140792,0.018253617064474,0,0.0434831028339537,0,0,0.0177124652136554,0,0.000335748856907246,0.00498219577517476,0.0374655904927348,0,0.0492077042881919,0
T cell gamma delta_CIBERSORT,0,0,0,0,0,0,0,0.00789498806722122,0,0.0709248070348978,0,0,0,0.0176591390762373,0,0,0,0,0.00252366488989313,0,0,0,0,0,0,0,0.0615214098064259,0,0,0,0,0.00973836899009421,0,0,0,0,0,0,0,0.0329300455648244,0.00802499766360912,0,0,0,0,0,0,0,0,0.0529289272193513,0.0227393260808139,0,0,0,0,0,0,0,0,0,0,0.000459513466407791,0,0,0,0.00455095727023383,0.0132216765044904,0.00480389141431066,0,0.0036360088837365,0.00569699868924775,0,0,0.00145454612110786,0,0,0.029521694746113
NK cell resting_CIBERSORT,0.0216064450932172,0.0300348989617807,0.0696869563709481,0.0264748876364916,0.0207233400178068,0.0229805571084498,0.124039120909495,0.0316735289248661,0.0297352203455142,0,0.0150436675087661,0.0458963866959926,0.0344723642974075,0,0.0176159349999536,0.0127594836967672,0.0329637025995163,0.0588408083945773,0.0187452691536928,0.0219338442930652,0.0371181564449755,0.0154134778499277,0.0159266395440751,0.0259477730447888,0.0457332710678886,0,0,0,0.00993516639563481,0.0710709712968081,0,0.00622784432337704,0.0763382993843113,0.00958070261100698,0.0975070374805017,0.00105851220808268,0.0193787553439728,0,0.0867847280811059,0.0242059156240435,0.0235052664250586,0.033499633991232,0,0.0208611223165576,0,0.0177963442128829,0,0.0886464777144433,0.0933473415849385,0,0.0510765686374489,0.0222389044274593,0.00203068697612736,0.0583010094813216,0.0179831531439221,0,0.0328548424311865,0.0518803837724909,0.00695040311874902,0.0296816817195198,0.0771233937292936,0.0246576689992852,0.0542609993301473,0.0603680444150333,0.0840314084601393,0,0.0337885866757281,0.0190718541484699,0,0.0133720922823565,0,0,0,0.0435943049442787,0,0.027171581171544,0.00821563359387775
NK cell activated_CIBERSORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459968235010486,0,0,0.0486502783217326,0,0.0322571428181588,0.0145938515196473,0,0.00611742340440193,0,0,0,0,0,0.000934467845902939,0,0,0,0,0,0,0,0.0238326119916158,0,0,0,0,0,0,0,0.000984802006611509,0,0.00225695542773579,0.00531885483755233,0,0,0,0,0,0,0,0,0,0,0,0,0.00632422929303512,0,0,0,0.0180488737239409,0,0.0997479758262693,0,0
Monocyte_CIBERSORT,0.0215211740147512,0.0120445261458429,0.000304192203715396,0.000632231086876159,0.00911487448040706,0.010469568140214,0.00602073810760414,0.000248456795049367,0.0110895256066664,0,0.0184012449490312,0,0,0,0,0.00574521036098151,0.00155116666939252,0.0168072699977162,0,0,0.0368786810335049,0.00930095280272053,0.0266955545489681,0,0,0.0212095742354211,0,0.00269807359437994,0.0157435616022811,0.00762606252430684,0.0442906535107099,0,0.0054179880733146,0.00744511029215534,0,0.00445547410059208,0.0217339472395735,0.00900170994876357,0.010067540831058,0.00272832090376977,0,0.0121711276024111,0.0414997721386105,0.0254108057690779,0,0,0.0296876097000944,0.0222152820278151,0.00473968864639986,0,0,0.000842773141392258,0,0.010106295061171,0.0290863734576921,0,0.00874737338900535,0.0509197460813478,0.0559854552120836,0.0225091346928902,4.07518939620842e-05,0,0.00691817327540386,0,0.0697820558135109,0.00144864699687344,0.0183777727746865,0,0.197946804778954,0.0215734993540174,0.00723781401048977,0.0195378137140383,0.00691024941180014,0.0100409804508417,0.0178625667205208,0.00797175381458467,0
Macrophage M0_CIBERSORT,0,0.0206028867799982,0,0,0,0,0.0401476788096915,0.0363634366901836,0.0522958210669475,0.0373311274974886,0,0,0.0830990164461954,0,0.117292581307165,0,0,0,0,0.0729258622659112,0,0,0,0,0,0,0.0041593705710958,0.0349964442221865,0.0407281636415161,0.04019888260387,0.0427156887238135,0,0.00388309020084856,0,0.438107471542445,0,0.0216293720541708,0.0462593909002837,0.0157629413324637,0,0.00438381570205824,0.189172453237634,0.0284016047486232,0.0262425027310442,0.0803815565105377,0,0,0,0,0.000944560080366432,0,0,0,0,0,0,0,0,0,0,0.0675286850105394,0,0.0417169036840744,0.0420552232287664,0.0675226423221259,0,0.0218841312611527,0,0,0.0312880703794106,0,0,0,0.0519435006108772,0,0,0
Macrophage M1_CIBERSORT,0.0137679822293864,0.0572577628301972,0.120879381640294,0,0.00476805956672026,0.121872896745562,0.0186950299886502,0.0854258769906037,0.092888179447495,0.120929875282821,0.0095265436816826,0.0458832333577381,0.0771302843842124,0.012214214574695,0.0988895791890257,0,0.10920067392077,0.000704667390962159,0.0257426936916951,0.0171267052452862,0.0137408958214313,0,0,0,0,0.0101718574787261,0.0565920994810392,0,0.0925216123270948,0.0810205074088327,0.0465885156154916,0.0341060364957535,0.0791382887322073,0.0799479120746969,0,0.0702343213942811,0.103566104451535,0.0541969609116411,0.0709594497838803,0.0842581365592671,0.083075808033478,0.102294703619558,0,0.0613211079949909,0,0.0683714555934976,0.0553746902811143,0,0.0681145487179083,0.154504084619293,0.0310017633049865,0.0467942454214011,0.0579413364367431,0.0249396247490683,0.0899114422952963,0.0413741711700696,0.0102167468692414,0.010495681971665,0,0,0.109905617655623,0,0.079456801446665,0.0372903422813259,0.00759325165128655,0,0.0676514246310232,0.0748590951608064,0.207660979475143,0.089117497214264,0.00592328315043681,0.00486573350196611,0.000278600541679973,0.0706165917395817,0.0125218577477819,0.0216070967981129,0.0329469664330812
Macrophage M2_CIBERSORT,0.187104009823296,0.12871918060626,0.121023576677139,0.180160962477498,0.444883953104987,0.113448368948597,0.0425146435262659,0.121839215096912,0.0745602269108387,0.0515937619499776,0.0880969235426288,0.353531893688248,0.0836080884392495,0.418925638853151,0.0387631363256345,0.214444657112028,0.333351271361163,0.202651603571049,0.167109007576199,0.217538654588681,0.406181242610524,0.409917864847331,0.331226117229134,0.0621938345664472,0.22197090205632,0.133532557859502,0.186362096652048,0.246278741059186,0,0.0492330519145949,0.154258857151316,0.0922946809470763,0.119825253876441,0.337568955055829,0.0208539667330581,0.00342871719860138,0.0506192199360366,0.0598499275675013,0.0797409227097284,0.09520929577792,0.0727041927462952,0.00872649437095711,0.00674481054973684,0.0530092556802781,0.0656294043977942,0.176809752505002,0.105919940731673,0.13265652829452,0.152418050511266,0.0341058931710535,0.182909318515125,0.322486976936565,0.134986580526678,0.0814836850022666,0.1903048051704,0.116722887721565,0.141099731166789,0.169088062804318,0.360096316064918,0.220046514559464,0.127749504020726,0.36794763246796,0.134660187211512,0.132821175880189,0.108495755003694,0.337937534669438,0.0497221697961976,0.211357380424336,0.359736959473609,0.126047592446996,0.107837971305617,0.173234132724587,0.195255108099516,0.0794881143993846,0.229608426035841,0.119275600502999,0.253398816961683
Myeloid dendritic cell resting_CIBERSORT,0.0565030404367856,0.127685800980567,0.0317674433119927,0.147354294161295,0.0464220779105914,0.0432521740973275,0,0.0216497707440578,0.0290180588201298,0.134784887103166,0.108991286703481,0.0382438098216837,0.0148712333473967,0.0424707629393857,0.0952075427504484,0.0987420941982815,0,0.198838330218442,0.258133890386403,0.0831026218257165,0.190495164430357,0.0755451641023607,0.0214021679633575,0.494543957566799,0.431164142606874,0,0.0314272219387503,0,0.0988335717146063,0.0801106018349933,0.0327855939634797,0.0234744603860208,0.041853937807657,0.0216643861543734,0,0.0446415878978347,0.0184622239695444,0.0122305070538869,0.0250373496043898,0.167295160861792,0.0744253993460025,0.0376771106678492,0.00163028268867452,0.0601698273966643,0.186697845675177,0.0752038637843387,0.0385052990940797,0.0333749255055545,0.0325236010792561,0.180666716639147,0.079364586862538,0.162245125427643,0.254836860982075,0.400912541927811,0.0516916355023146,0.0592003746418443,0.284458973206942,0.0344853234534022,0.0046866487395617,0.200973146762653,0.0490843790492237,0.0963828084113076,0,0,0.00154866454563909,0.0185924093675773,0.0717088015947312,0.168865671951955,0.000827490340085287,0.0128945193731044,0.0140417129388112,0.13945482307844,0.152756575030113,0.00862097500094625,0.000586990796986182,0.180649021781904,0.161721205048773
Myeloid dendritic cell activated_CIBERSORT,0.0125579041613366,0.122963304262502,0.0721255543123364,0.0387025618199612,0,0.121519153731556,0.0258780462721202,0.0519577763793554,0,0,0,0.0940163910711506,0.0153157688924066,0.0041590712351077,0.0839780806273376,0.176666951779489,0,0.200288217686076,0.054611598002222,0,0.0230701198259753,0.0463230466345787,0.00692084522525772,0.0924061515933329,0.0342586747573444,0.0884426354676445,0.0294941737023423,0.0229571169646552,0.187884417075957,0.09124616708618,0,0.0399603062895577,0.0739384331301162,0,0.0288769047275399,0.129020425746813,0.0714881977729434,0.087903751674961,0.0989762888869265,0.00594639519166687,0.0213662239381254,0,0.0373279429352492,0,0,0,0.0268489918905596,0.174865696420364,0.126808220585969,0,0.108394967376465,0.0868226312708519,0.0570894008016155,0,0,0,0.0529729408847642,0.0172326381937202,0.0151016010677974,0.0618993971136431,0.0120330680637989,0.0786401690630639,0.0245093327468259,0.0199703852384489,0.0257840864942873,0.0147309655162561,0.037227401239527,0.0396069825474476,0,0,0.00422239915254941,0.0109891979396364,0.000472059872013434,0.0330756300895076,0,0.0947730232637803,0.00112346845950935
Mast cell activated_CIBERSORT,0.13575730758156,0.0402775337497648,0.105757468623926,0.268668050112952,0.257356470318025,0.0371475341595571,0,0.0227567053149503,0,0.090752036753228,0.138353534243262,0.0993175931574619,0,0.34596596680385,0.0599353679972989,0.131336912977505,0.0440017031397738,0.0429392176768505,0.122525765574427,0,0.0827700708802324,0.277490540631147,0.194765218711548,0,0.0350651100556985,0.00575278654775774,0.0600282284710164,0.242944289721324,0.170844791297795,0.114326312162638,0.31515266012417,0.0482697561611027,0.0475493969858756,0.197598268208351,0,0.107240356034609,0.0348227231578509,0,0.00641767015529497,0.154499093441368,0.0175691302901661,0,0,0.0914540904892158,0.31494596611819,0.23760412739825,0.0127506638378324,0,0.0318743105074678,0.0949404455772925,0.0111561805360892,0.156649229482129,0.119981456451776,0.0072016165883753,0.286625363255142,0.326910196137247,0.145880936000481,0.048819517681224,0.231615539172191,0.115012838056185,0.0575033320761572,0.0761389436381805,0.0349558794139417,0.0729845745415346,0,0.265037024778254,0.0453797271962388,0.169550635249416,0.128922792679884,0.0849808347980924,0.0994158634778046,0,0.32224782253098,0.0352616893388366,0.331769193593145,0,0.210756480158641
Mast cell resting_CIBERSORT,0,0,0,0.0259662064808553,0,0,0.0472941736861133,0,0.0153732536984566,0,0,0,0.040100550889738,0,0,0,0,0,0,0,0,0,0,0.0430890047649318,0.00442732930726283,0.0261870041505673,0,0,0,0,0,0,0,0,0.0229021719004706,0,0,0.0992663155192664,0,0,0,0.0749812058961213,0.0938985225774967,0,0,0,0.0837969444438015,0.155363907902067,0,0,0,0,0,0,0,0,0,0.118415310896299,0,0.000779550348442886,0,0,0,0.00752717597216572,0.090779421736143,0,0.0206892216254405,0,0,0,0,0.0235467925910607,0,0.0182154852803513,0,0.00715603214007562,0
Eosinophil_CIBERSORT,0,0.00605140671611399,0,0,0.0103067544468178,0,0,0,0,0,0,0,0,0,0,0,0,0.000867207684481093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000680275449212361,0.00110517729116255,0,0,0,0,0.0572944644429061,0,0,0,0,0,0,0,0,0,0,0,0.0170090485520334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neutrophil_CIBERSORT,0,0.00977154268133654,0.00413434740165243,0,0,0,0.0330953766209705,0.00725850399628323,0,0.0064172925967897,0,0,0.0177445628774976,0,0.00401674582295961,0,0.00885142688562481,0.000660897524164513,0,0.00343841348169788,0,0.00349717167182353,0,0.0647382752983307,0.0243094985644649,0.0396087945191996,0,0.00196367233741593,0,0.0356886067654926,0,0.00165927456510899,0.0151809431715384,0,0.125658990457254,0,0.00142958925965014,0.00680311472321294,0,0,0,0.0296736367483914,0.0218164390450228,0,0.0883737100011148,0,0.0124955585310045,0.00171210724003696,0.0152691680836027,0,0,0,0,0.0417516715336388,0.0413994263221852,0.0551573841470952,0.0155648526312506,0.0321138074730213,0.00524911528547766,0.00797707148379148,0.0104932666513452,0,0.0328950575937493,0.0263741687629147,0.13779313104203,0.00880154844655197,0.0220471416317791,0,0.018146309193665,0,0.00236835475523162,0.0012405596362825,0.0166296667716676,0,0.00103848844650138,0.00916413968157542,0
B cell naive_CIBERSORT-ABS,0,0,0.000642396933229043,0,0,0.00746543580600815,0.197757034312173,0.0885786734987063,0.356854749283691,0.00574456361623277,0.165317838096488,0,0,0,0.0722956965622653,0,0,0,0,0.121536716617231,0,0,0.00431562619404988,0,0,0,0.0582886110248073,0.252958418100755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497207579859638,0,0.00172094858739351,0,0,0.0207658789921569,0,0,0,0,0,0,0,0,0,0,0.0102489868198411,0,0,0.0792006699696115,0,0,0,0.0371836018608754,0,0,0,0,0.240925993356122,0,0,0,0.214488083531561,0.00637372694767317,0.00805530916550365,0
B cell memory_CIBERSORT-ABS,0,0,0,0,0.018140460415155,0,0.177548320686762,0,0,0,0,0,0,0.0167838430346933,0,0.0384751841623931,0,0.0216036161007244,0.0115900778824168,0,0.120541398916272,0.0531833949102632,0,0,0,0,0,0,0.0425036337989401,0,0,0.0892363294779296,0,0,0,0.132860792363831,0.159974869378273,0.230760121165372,0,0.0551116372627127,0.221001205385845,0,0.0989492564490326,0.291071516835524,0,0,0.0105792151911851,0.00251086616618076,0,0,0.13107557411744,0,0.0333455780956256,0.0549104424184544,0.0428996772831646,0.0103268851142064,0.0156368785887481,0.00548298139902487,0.0101261173107631,0,0,0,0,0,0,0,0.484480427464486,0,0,0,0.00314615319348554,0.119443632695987,0.027963489067997,0.147187319797967,0,0,0
B cell plasma_CIBERSORT-ABS,0.212754768865799,0.0162294512040957,0.100492263042371,0.0476108160874078,0.0299298352982544,0.0249890037274002,1.26837102124138,0.377774295926844,0.539958677716202,0.0417762463153633,0.244433492615915,0.0972484100126962,0,0.0507153129747953,0.078184576550311,0.0408036525796026,0.0719784282686267,0.0128037456805215,0.00327977515597286,0.635196315508855,0.0475871850614236,0.0213146709257679,0.00840275277373328,0.000724924295014976,0.00683142381954876,0,0.0418215154117119,0.246105753429476,0.0249935409018757,0.0266482921263502,0.00430144764563974,1.58977894970713,0.344508359244973,0.147962272956887,0.0249802021305332,0.0474518091111862,0.155820244854339,0.391273479406659,0.777436389264625,0.0918505276062818,0.0137923235325736,0.509570760183055,0.500225902731863,0.0740881086514489,0.0203275529536115,0.0905801209206229,1.17777348861539,0.0149877658566634,0.0301306563895385,0.0130842844387873,0.099625689399073,0.0392018509073453,0.119717458923199,0.0165229763117782,0.00573233654376272,0.135956623892959,0.0230494889137048,0.853184463234521,0.0239742201040705,0.0549992447971966,0.250727312306078,0.0321028259859502,1.46114141586919,1.34971640445146,0.565801105878961,0.319670827794725,0.539977997129966,0.0223847359633561,0.00291104232679118,1.08434490382324,0.244731712612441,0.0882577955748119,0.0800813125320839,0.655070446271021,0.00576249521551052,0.0162670206087439,0.0800160388916448
T cell CD8+_CIBERSORT-ABS,0.101596682131139,0.101673602408518,0.321129877383877,0.0178937632930943,0,0.292661959190998,0.0461947888410987,0.41001534783253,0.837414921319053,0.249893726498854,0.0271955402230379,0.0883356147416587,0,0,0.570056333821235,0,0.0880149246978909,0,0,0,0,0,0,0.00384870602533236,0.0214383497550719,0,1.8398296932056,0.101733923318821,0.03235895404793,0.00631178532260118,0.0680140418591239,0.20789105536982,0.476150077276574,0.0623377231466553,0,0.338859749978799,0.306034881922173,0.249768723024516,0.0204153194309667,0.201324766047509,0.917998527988065,0.00400273149423126,0.034937623312899,0.38222863996097,0.0933027764210665,0.104015836803434,0.18316122684639,0,0.279214423539732,0,0.587674829777124,0.0249005583936273,0.0527356337392729,0.0644529343482481,0,0.0544604708736961,0.084398264002788,0.141854663509313,0.215642832247842,0.0727915167940452,0.904151936270683,0.148377391881834,0.165602802120697,0,0,0.302623274595174,0.0931384874909151,0.0769917540488823,0,0.783802888235688,0.0210275467278323,0.323892222288509,0.105616884844992,1.38047539513409,0.0260665796528944,0.123423809572979,0.15966534818673
T cell CD4+ naive_CIBERSORT-ABS,0,0,0,0,0,0,0.176026813916187,0,0,0,0,0,0,0.0465937927458194,0,0.118553870416499,0,0,0,0,0.0344987353633022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508686477009315,0,0,0.0232667969523795,0,0,0,0,0,0,0,0,0,0.140686600933988,0,0,0,0,0,0,0.317797953284263,0,0,0,0,0,0,0,0,0,0,0,0
T cell CD4+ memory resting_CIBERSORT-ABS,1.45748229208042,0.475458415289608,0.894877658293429,0.218335774608612,0.116500374279483,1.58513284546063,0.778647055553482,1.12200676763835,2.29586708707443,0.459434018001649,0.146101619120838,0.165859830887262,0,0.195712187187533,1.24588846281648,0.142825324617421,1.00151594220471,0.167097866539102,0.386561264624024,0.356596107744119,0.0863160070062964,0.0820417328262617,0.440678094777333,0.0213687312097936,0.136842580110914,0,1.26283963957751,0.198946498368954,0.384873788168121,0.930760935677667,0.400925841322726,0.71636148532594,0.933102370816883,0.677774896647751,0.183899837549707,0.441528456234141,1.24006671662488,0.700542229882492,0.931704771015084,0.615525845624332,2.3468201072454,0.310856302371754,0.710224507731095,1.18914426349611,0,0.723136921794356,0.740103334009579,0.0468835193832861,1.06485491382197,0.498696524562772,1.57950146687844,0.219547005417944,0.536891935153198,0.100237710531035,0.246830070865185,0.375140120433271,0.405696466520827,0.60756045835068,0.261198528608707,0.243029000307795,0.82718989252806,0.20209913463551,0.705063550114027,0.600783165026914,0.382650042672465,0.418603517827462,0.977273902302612,0.612095335728874,0.233384742326629,1.08044738428882,0.021058267558539,0.544374698576437,0.11528789790082,2.58891545310292,0.172868562196496,0.201398628003236,0.133631356630596
T cell CD4+ memory activated_CIBERSORT-ABS,0.0416367193228554,0.113241217877785,0.14729730510876,0,0,0.272981336928393,0.260210690743308,0.257935160064596,0.254888935559042,0.00739727823468089,0,0.0105528852626161,0,0,0.421078049215334,0,0.169887728182836,0,0,0,0,0,0,0,0,0,0.399982768585762,0.000841661275791425,0.0301153184525064,0.0554201346597465,0,0.319400778893182,0.330328854598978,0.0563578892179804,0,0.0711083104039145,0.0307090364319784,0,0.10135270578386,0,0.119193802912604,0.0125199077645895,0,0,0,0.131856831910977,0,0,0.245673017983663,0,0.342529048881619,0.0130443225783805,0.049857553122188,0,0,0,0.0203534186251882,0,0,0,0.629655248957211,0,0.316267163514698,0.25814637119772,0,0.302470680319781,0.104532461437123,0.0216841869909528,0,0.405297301121394,0.00387222835573885,0,0.011443861240593,0.569153053507256,0,0.102587568556918,0
T cell follicular helper_CIBERSORT-ABS,0.0686716262801533,0.192199992219467,0.139489087452535,0.0177120357527482,0.0191296862194597,0.386980637948129,0.0731849179279433,0.145972159239121,0.348532308307461,0.108450168148281,0,0,0,0,0.411920188601828,0,0.0158411335691084,0.0320357982303987,0.109334427434337,0.0472705393848447,0,0.0294668629714255,0.0166881761629417,0.0129513716400719,0.0403414674317699,0,0.186995861595267,0,0.143053923295683,0.240528894259712,0.0244662483912732,0.0420691810535094,0.157397653711469,0.119470588736971,0.00407364936613769,0.0564988329704885,0.569688779961765,0.080374530666393,0.16456046682889,0.052365435002583,0.330901721655336,0,0.134061511972616,0.108544328780832,0.0730691662441499,0,0.044604389942395,0.0125821683969073,0.219742538862514,0,0.21495270387067,0.0591297062033979,0.251030974238646,0.111527154862007,0.00703036470353358,0,0.0419750271147266,0,0,0.0239252499410464,0.154621162364728,0.0284788553750642,0.0987580702963017,0.0714367393157059,0,0,0.21375575680951,0.0812083837258574,0,0.603657925374742,0.00197675637984415,0.00158222786578604,0.0291256348055895,0.279422426083287,0.00399508169295376,0.208388130103642,0.048826739244599
T cell regulatory (Tregs)_CIBERSORT-ABS,0.0937626206249788,0.00447228404374119,0,0.000922982472347219,0,0.00470073511384195,0,0.0959832410326101,0.352852528538397,0.0602823602074628,0.0254060450045554,0,0,0,0.194233148129288,0,0,0.0101731605908595,0,0,0,0,0,0.00481923890228855,0.0185322809433813,0,0.0774261593097723,0,0,0.146115546503986,0.0109647839222837,0.0525998095311362,0.0849947431987001,0.114688672767919,0,0.20440297710753,0.409586116260975,0.0928719052746956,0.20725947361033,0.010481555990124,0.720592769606352,0.0376407647321716,0.0511312661871897,0.161594737281965,0,0,0.0671270007869285,0.0229035361501877,0,0.109676593660003,0.202958980473304,0.0428664079393646,0,0.0528130628595823,0.0245857683726124,0.00184433478137058,0,0,0,0,0.168605252057519,0.00987272402560687,0,0.0223257490819077,0.0612548492683647,0,0.189127755553551,0,0,0.124071018743583,0,0.000577200297110093,0.00651874480980486,0.358231471787769,0,0.0672492661961189,0
T cell gamma delta_CIBERSORT-ABS,0,0,0,0,0,0,0,0.0321794029228528,0,0.13580114652586,0,0,0,0.034493772949005,0,0,0,0,0.00367647248793142,0,0,0,0,0,0,0,0.417090119273777,0,0,0,0,0.039480263292527,0,0,0,0,0,0,0,0.0780914640398877,0.0539310899735491,0,0,0,0,0,0,0,0,0.068255725037167,0.139898723799796,0,0,0,0,0,0,0,0,0,0,0.000543670509379742,0,0,0,0.0175224870641795,0.0575070737591618,0.0125434841069293,0,0.0254692568721667,0.0022372808886516,0,0,0.013907806894134,0,0,0.0412227070238192
